codigo,Status,Data e Hora,Local
,
DO740707842BR,Objeto entregue ao destinatário,Data  : 07/02/2024 | Hora: 14:33,Agência dos Correios - Carmo De Minas / MG,
DO740707842BR,Objeto entregue ao destinatário,Data  : 07/02/2024 | Hora: 14:33,Agência dos Correios - Carmo De Minas / MG,
DO740707842BR,Objeto saiu para entrega ao destinatário,Data  : 07/02/2024 | Hora: 11:04,Agência dos Correios - Carmo De Minas / MG,
DO740707842BR,Objeto em transferência - por favor aguarde,Data  : 06/02/2024 | Hora: 22:41,Origem: Unidade de Tratamento - Contagem / MG,
DO740707842BR,Objeto em transferência - por favor aguarde,Data  : 05/02/2024 | Hora: 15:42,Origem: Agência dos Correios - Leopoldina / MG,
DO740707842BR,Objeto postado após o horário limite da unidade,Data  : 05/02/2024 | Hora: 15:40,Agência dos Correios - Leopoldina / MG
